address,bytecode,reentrancy-eth,suicidal,ContractName,CompilerVersion,SmartCheck_Elysium_reentrancy-eth_predictions,SoliAudit_Elysium_reentrancy-eth_predictions,SoliAudit_Elysium_suicidal_predictions,Slither_Elysium_reentrancy-eth_predictions,Slither_Elysium_suicidal_predictions,ConFuzzius_Elysium_reentrancy-eth_predictions,ConFuzzius_Elysium_suicidal_predictions,SAILFISH_Elysium_reentrancy-eth_predictions
0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,6080604052600436106100775763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166327e235e38114610081578063303b9379146100c15780633fe43822146100ef5780635daa87a0146100fa578063640d30171461010f578063c2808d1a14610127575b61007f61013c565b005b34801561008d57600080fd5b506100af73ffffffffffffffffffffffffffffffffffffffff60043516610219565b60408051918252519081900360200190f35b3480156100cd57600080fd5b5061007f73ffffffffffffffffffffffffffffffffffffffff6004351661022b565b61007f60043561028f565b34801561010657600080fd5b5061007f6103b9565b34801561011b57600080fd5b5061007f6004356103f0565b34801561013357600080fd5b506100af61041d565b3360008181526020819052604080822080543490810190915560025482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600360648501527f50757400000000000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156101ff57600080fd5b505af1158015610213573d6000803e3d6000fd5b50505050565b60006020819052908152604090205481565b60025474010000000000000000000000000000000000000000900460ff161561025357600080fd5b6002805473ffffffffffffffffffffffffffffffffffffffff191673ffffffffffffffffffffffffffffffffffffffff92909216919091179055565b60015433600090815260208190526040902054108015906102bf5750336000908152602081905260409020548111155b156103b65760405133908290600081818185875af192505050156103b657336000818152602081905260408082208054859003905560025481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436f6c6c656374000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b15801561039d57600080fd5b505af11580156103b1573d6000803e3d6000fd5b505050505b50565b6002805474ff0000000000000000000000000000000000000000191674010000000000000000000000000000000000000000179055565b60025474010000000000000000000000000000000000000000900460ff161561041857600080fd5b600155565b600154815600,1,0,PERSONAL_BANK,v0.4.19+commit.c4cbbb05,1,0,0,1,0,1,0,1
0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,6080604052600436106100615763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166311bcd830811461006357806327e235e31461008a5780639ffa0711146100b8578063ed21248c146100d0575b005b34801561006f57600080fd5b506100786100d8565b60408051918252519081900360200190f35b34801561009657600080fd5b5061007873ffffffffffffffffffffffffffffffffffffffff600435166100de565b3480156100c457600080fd5b506100616004356100f0565b6100616101fb565b60015481565b60006020819052908152604090205481565b3360009081526020819052604090205481116101f85760405133908290600081818185875af192505050156101f857336000818152602081905260408082208054859003905560025481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436173684f7574000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156101df57600080fd5b505af11580156101f3573d6000803e3d6000fd5b505050505b50565b60015434106102e0573360008181526020819052604080822080543490810190915560025482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600760648501527f4465706f736974000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156102c757600080fd5b505af11580156102db573d6000803e3d6000fd5b505050505b5600,1,0,PrivateBank,v0.4.19+commit.c4cbbb05,1,1,0,1,0,1,0,1
0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,60806040526004361061007f5763ffffffff60e060020a60003504166311bcd8308114610089578063290b1e5f146100b05780632e2a51bd146100c5578063a6f9dae1146100ef578063bd9b6d8614610110578063c7de2d1314610125578063ed21248c1461007f578063eec0ddd714610150578063f8ff612e14610171575b610087610188565b005b34801561009557600080fd5b5061009e6101aa565b60408051918252519081900360200190f35b3480156100bc57600080fd5b506100876101b0565b3480156100d157600080fd5b50610087600160a060020a03600435811690602435166044356101dd565b3480156100fb57600080fd5b50610087600160a060020a0360043516610238565b34801561011c57600080fd5b50610087610277565b34801561013157600080fd5b50610087600160a060020a0360043581169060243590604435166102bb565b34801561015c57600080fd5b5061009e600160a060020a0360043516610366565b610087600160a060020a0360043516602435610378565b6003543411156101a8573360009081526004602052604090208054340190555b565b60035481565b6002805473ffffffffffffffffffffffffffffffffffffffff191633179055670de0b6b3a7640000600355565b600154600160a060020a031633141561023357600160a060020a038316600090815260046020526040812054111561023357600160a060020a0383166000908152600460205260408120556102338282856102bb565b505050565b600154600160a060020a0316331415610274576000805473ffffffffffffffffffffffffffffffffffffffff1916600160a060020a0383161790555b50565b600054600160a060020a03163314156101a8576000546001805473ffffffffffffffffffffffffffffffffffffffff1916600160a060020a03909216919091179055565b600154600160a060020a03163314156102335782600160a060020a031660405180807f7472616e7366657228616464726573732c75696e7432353629000000000000008152506019019050604051809103902060e060020a900482846040518363ffffffff1660e060020a0281526004018083600160a060020a0316600160a060020a03168152602001828152602001925050506000604051808303816000875af150505050505050565b60046020526000908152604090205481565b600154600160a060020a03163314156103ec57600160a060020a03821660009081526004602052604081205411156103ec57604051600160a060020a038316908290600081818185875af192505050156103ec57600160a060020a0382166000908152600460205260409020805482900390555b50505600,1,0,TokenBank,v0.4.19+commit.c4cbbb05,1,1,0,1,0,1,0,0
0x7541b76cb60f4c60af330c208b0623b7f54bf615,6080604052600436106100615763ffffffff7c01000000000000000000000000000000000000000000000000000000006000350416633fe43822811461006d57806365f3c31a146100785780637731cd2a14610083578063c2808d1a146100ca575b61006b60006100f1565b005b61006b6004356101e3565b61006b6004356100f1565b34801561008f57600080fd5b506100b173ffffffffffffffffffffffffffffffffffffffff600435166102f1565b6040805192835260208301919091528051918290030190f35b3480156100d657600080fd5b506100df61030a565b60408051918252519081900360200190f35b336000908152602081905260409020600181018054340190554282116101175742610119565b815b8155600154604080517f4c2f04a400000000000000000000000000000000000000000000000000000000815233600482015234602482015260606044820152600360648201527f50757400000000000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b505af11580156101db573d6000803e3d6000fd5b505050505050565b33600090815260208190526040902060025460018201541080159061020c575081816001015410155b80156102185750805442115b156102ed5760405133908390600081818185875af192505050156102ed5760018082018054849003905554604080517f4c2f04a40000000000000000000000000000000000000000000000000000000081523360048201526024810185905260606044820152600760648201527f436f6c6c656374000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b5050565b6000602081905290815260409020805460019091015482565b600254815600,1,0,U_BANK,v0.4.25+commit.59dbf8f1,1,1,0,1,0,1,0,0
0x7a8721a9d64c74da899424c1b52acbf58ddc9782,6080604052600436106100775763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166311bcd830811461007957806327e235e3146100a05780634797f21b146100c15780638da5cb5b146100e25780639ffa071114610113578063ed21248c1461012b575b005b34801561008557600080fd5b5061008e610133565b60408051918252519081900360200190f35b3480156100ac57600080fd5b5061008e600160a060020a0360043516610139565b3480156100cd57600080fd5b50610077600160a060020a036004351661014b565b3480156100ee57600080fd5b506100f7610191565b60408051600160a060020a039092168252519081900360200190f35b34801561011f57600080fd5b506100776004356101a0565b61007761029e565b60015481565b60006020819052908152604090205481565b600254600160a060020a0316321461016257600080fd5b6003805473ffffffffffffffffffffffffffffffffffffffff1916600160a060020a0392909216919091179055565b600254600160a060020a031681565b33600090815260208190526040902054811161029b5760405133908290600081818185875af1925050501561029b57336000818152602081905260408082208054859003905560035481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436173684f75740000000000000000000000000000000000000000000000000060848501529051600160a060020a0390911692634c2f04a49260a480830193919282900301818387803b15801561028257600080fd5b505af1158015610296573d6000803e3d6000fd5b505050505b50565b6001543410610376573360008181526020819052604080822080543490810190915560035482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600760648501527f4465706f7369740000000000000000000000000000000000000000000000000060848501529051600160a060020a0390911692634c2f04a49260a480830193919282900301818387803b15801561035d57600080fd5b505af1158015610371573d6000803e3d6000fd5b505050505b5600a165627a7a723058201813230328ee26844d0068baa62e6d0fb64f5f8f899af2e77bfb27874c60a1d50029608060405234801561001057600080fd5b506104d380610020600060806040526004361061004b5763ffffffff7c01000000000000000000000000000000000000000000000000000000006000350416634c2f04a48114610050578063a21f0368146100c8575b600080fd5b34801561005c57600080fd5b50604080516020600460443581810135601f81018490048402850184019095528484526100c694823573ffffffffffffffffffffffffffffffffffffffff169460248035953695946064949201919081908401838280828437509497506101999650505050505050565b005b3480156100d457600080fd5b506100e06004356102b9565b604051808573ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16815260200180602001848152602001838152602001828103825285818151815260200191508051906020019080838360005b8381101561015b578181015183820152602001610143565b50505050905090810190601f1680156101885780820380516001836020036101000a031916815260200191505b509550505050505060405180910390f35b6001805473ffffffffffffffffffffffffffffffffffffffff191673ffffffffffffffffffffffffffffffffffffffff851617905542600455600382905580516101ea906002906020840190610397565b50600080546001818101808455928052805460049092027f290decd9548b62a8d60345a988386fc84ba6bc95484008f6362f93160ef3e5638101805473ffffffffffffffffffffffffffffffffffffffff191673ffffffffffffffffffffffffffffffffffffffff9094169390931783556002805492939261029f927f290decd9548b62a8d60345a988386fc84ba6bc95484008f6362f93160ef3e56401919080861615610100026000190116819004610415565b506002828101549082015560039182015491015550505050565b60008054829081106102c757fe5b600091825260209182902060049091020180546001808301805460408051601f600260001996851615610100029690960190931694909404918201879004870284018701905280835273ffffffffffffffffffffffffffffffffffffffff90931695509293909291908301828280156103815780601f1061035657610100808354040283529160200191610381565b820191906000526020600020905b81548152906001019060200180831161036457829003601f168201915b5050505050908060020154908060030154905084565b828054600181600116156101000203166002900490600052602060002090601f016020900481019282601f106103d857805160ff1916838001178555610405565b82800160010185558215610405579182015b828111156104055782518255916020019190600101906103ea565b5061041192915061048a565b5090565b828054600181600116156101000203166002900490600052602060002090601f016020900481019282601f1061044e5780548555610405565b8280016001018555821561040557600052602060002091601f016020900482015b8281111561040557825482559160010191906001019061046f565b6104a491905b808211156104115760008155600101610490565b905600,1,0,PrivateDeposit,v0.4.19+commit.c4cbbb05,1,1,0,1,0,1,0,1
0x8c7777c45481dba411450c228cb692ac3d550344,6080604052600436106100615763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166311bcd830811461006357806327e235e31461008a5780639ffa0711146100b8578063ed21248c146100c3575b005b34801561006f57600080fd5b506100786100cb565b60408051918252519081900360200190f35b34801561009657600080fd5b5061007873ffffffffffffffffffffffffffffffffffffffff600435166100d1565b6100616004356100e3565b6100616101ee565b60025481565b60006020819052908152604090205481565b3360009081526020819052604090205481116101eb5760405133908290600081818185875af192505050156101eb57336000818152602081905260408082208054859003905560015481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436173684f7574000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156101d257600080fd5b505af11580156101e6573d6000803e3d6000fd5b505050505b50565b6002543411156102d4573360008181526020819052604080822080543490810190915560015482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600760648501527f4465706f736974000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156102bb57600080fd5b505af11580156102cf573d6000803e3d6000fd5b505050505b5600,1,0,ETH_VAULT,v0.4.19+commit.c4cbbb05,1,1,0,1,0,1,0,1
0x941d225236464a25eb18076df7da6a91d0f95e9e,6080604052600436106100615763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166311bcd830811461006357806327e235e31461008a5780639ffa0711146100b8578063ed21248c146100c3575b005b34801561006f57600080fd5b506100786100cb565b60408051918252519081900360200190f35b34801561009657600080fd5b5061007873ffffffffffffffffffffffffffffffffffffffff600435166100d1565b6100616004356100e3565b6100616101fd565b60015481565b60006020819052908152604090205481565b336000908152602081905260409020548111801590610103575060035443115b156101fa5760405133908290600081818185875af192505050156101fa57336000818152602081905260408082208054859003905560025481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436173684f7574000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156101e157600080fd5b505af11580156101f5573d6000803e3d6000fd5b505050505b50565b6001543411156102e7573360008181526020819052604080822080543490810190915560025482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600760648501527f4465706f736974000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156102ca57600080fd5b505af11580156102de573d6000803e3d6000fd5b50504360035550505b5600,1,0,ETH_FUND,v0.4.19+commit.c4cbbb05,1,1,0,1,0,1,0,1
0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,6080604052600436106100825763ffffffff7c0100000000000000000000000000000000000000000000000000000000600035041663303b9379811461008e5780633fe43822146100bc5780635daa87a0146100c7578063640d3017146100dc57806365f3c31a146100f45780637731cd2a146100ff578063c2808d1a14610146575b61008c600061016d565b005b34801561009a57600080fd5b5061008c73ffffffffffffffffffffffffffffffffffffffff6004351661025f565b61008c6004356102c3565b3480156100d357600080fd5b5061008c6103d2565b3480156100e857600080fd5b5061008c600435610409565b61008c60043561016d565b34801561010b57600080fd5b5061012d73ffffffffffffffffffffffffffffffffffffffff60043516610436565b6040805192835260208301919091528051918290030190f35b34801561015257600080fd5b5061015b61044f565b60408051918252519081900360200190f35b33600090815260208190526040902060018101805434019055805442830111156101975742820181555b600254604080517f4c2f04a400000000000000000000000000000000000000000000000000000000815233600482015234602482015260606044820152600360648201527f50757400000000000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b15801561024357600080fd5b505af1158015610257573d6000803e3d6000fd5b505050505050565b60025474010000000000000000000000000000000000000000900460ff161561028757600080fd5b6002805473ffffffffffffffffffffffffffffffffffffffff191673ffffffffffffffffffffffffffffffffffffffff92909216919091179055565b3360009081526020819052604090206001805490820154108015906102ec575081816001015410155b80156102f85750805442115b156103ce5760405133908390600081818185875af192505050156103ce576001810180548390039055600254604080517f4c2f04a40000000000000000000000000000000000000000000000000000000081523360048201526024810185905260606044820152600760648201527f436f6c6c656374000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b15801561024357600080fd5b5050565b6002805474ff0000000000000000000000000000000000000000191674010000000000000000000000000000000000000000179055565b60025474010000000000000000000000000000000000000000900460ff161561043157600080fd5b600155565b6000602081905290815260409020805460019091015482565b600154815600,1,0,PENNY_BY_PENNY,v0.4.19+commit.c4cbbb05,1,1,0,1,0,1,0,1
0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,6080604052600436106100615763ffffffff7c010000000000000000000000000000000000000000000000000000000060003504166311bcd830811461006357806327e235e31461008a5780639ffa0711146100b8578063ed21248c146100c3575b005b34801561006f57600080fd5b506100786100cb565b60408051918252519081900360200190f35b34801561009657600080fd5b5061007873ffffffffffffffffffffffffffffffffffffffff600435166100d1565b6100616004356100e3565b6100616101ee565b60015481565b60006020819052908152604090205481565b3360009081526020819052604090205481116101eb5760405133908290600081818185875af192505050156101eb57336000818152602081905260408082208054859003905560025481517f4c2f04a400000000000000000000000000000000000000000000000000000000815260048101949094526024840185905260606044850152600760648501527f436173684f7574000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156101d257600080fd5b505af11580156101e6573d6000803e3d6000fd5b505050505b50565b6001543411156102d4573360008181526020819052604080822080543490810190915560025482517f4c2f04a40000000000000000000000000000000000000000000000000000000081526004810195909552602485019190915260606044850152600760648501527f4465706f736974000000000000000000000000000000000000000000000000006084850152905173ffffffffffffffffffffffffffffffffffffffff90911692634c2f04a49260a480830193919282900301818387803b1580156102bb57600080fd5b505af11580156102cf573d6000803e3d6000fd5b505050505b5600,1,0,Private_Bank,v0.4.19+commit.c4cbbb05,1,1,0,1,0,1,0,1
etherbank,6080604052600436106100565763ffffffff7c01000000000000000000000000000000000000000000000000000000006000350416635fd8c710811461005b578063c0e317fb14610072578063f8b2cb4f14610087575b600080fd5b34801561006757600080fd5b506100706100c7565b005b34801561007e57600080fd5b50610070610109565b34801561009357600080fd5b506100b573ffffffffffffffffffffffffffffffffffffffff60043516610120565b60408051918252519081900360200190f35b3360008181526020819052604080822054905190929183919081818185875af19250505015156100f657600080fd5b5033600090815260208190526040812055565b336000908152602081905260409020805434019055565b73ffffffffffffffffffffffffffffffffffffffff16600090815260208190526040902054905600,1,0,x,v0.4.26+commit.,1,1,0,1,0,1,0,1
