address,bytecode,Function Default Visibility,Integer Overflow and Underflow,Outdated Compiler Version,Floating Pragma,Unchecked Call Return Value,Unprotected Ether Withdrawal,Unprotected SELFDESTRUCT Instruction,Reentrancy,State Variable Default Visibility,Uninitialized Storage Pointer,Assert Violation,Use of Deprecated Solidity Functions,Delegatecall to Untrusted Callee,DoS with Failed Call,Transaction Order Dependence,Authorization through tx.origin,Timestamp Dependence,Signature Malleability,Incorrect Constructor Name,Shadowing State Variables,Weak Sources of Randomness from Chain Attributes,Missing Protection against Signature Replay Attacks,Lack of Proper Signature Verification,Requirement Violation,Write to Arbitrary Storage Location,Incorrect Inheritance Order,Arbitrary Jump with Function Type Variable,DoS With Block Gas Limit,Typographical Error,Unexpected Ether Balance,Effect Free Code,Analysis Time
0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,60606040526004361061005e5763ffffffff60e060020a60003504166327e235e38114610068578063303b9379146100995780633fe43822146100b85780635daa87a0146100c3578063640d3017146100d6578063c2808d1a146100ec575b6100666100ff565b005b341561007357600080fd5b610087600160a060020a03600435166101bd565b60405190815260200160405180910390f35b34156100a457600080fd5b610066600160a060020a03600435166101cf565b610066600435610226565b34156100ce57600080fd5b610066610355565b34156100e157600080fd5b61006660043561038c565b34156100f757600080fd5b6100876103b9565b600160a060020a03338181166000908152602081905260409081902080543490810190915560025490931692634c2f04a492915160e060020a63ffffffff8516028152600160a060020a039092166004830152602482015260606044820152600360648201527f5075740000000000000000000000000000000000000000000000000000000000608482015260a401600060405180830381600087803b15156101a757600080fd5b6102c65a03f115156101b857600080fd5b505050565b60006020819052908152604090205481565b60025474010000000000000000000000000000000000000000900460ff16156101f757600080fd5b6002805473ffffffffffffffffffffffffffffffffffffffff1916600160a060020a0392909216919091179055565b600154600160a060020a033316600090815260208190526040902054108015906102695750600160a060020a033316600090815260208190526040902054819010155b156103525733600160a060020a03168160405160006040518083038185876187965a03f192505050156103525733600160a060020a03818116600090815260208190526040908190208054859003905560025490911691634c2f04a49184905160e060020a63ffffffff8516028152600160a060020a039092166004830152602482015260606044820152600760648201527f436f6c6c65637400000000000000000000000000000000000000000000000000608482015260a401600060405180830381600087803b151561033d57600080fd5b6102c65a03f1151561034e57600080fd5b5050505b50565b6002805474ff0000000000000000000000000000000000000000191674010000000000000000000000000000000000000000179055565b60025474010000000000000000000000000000000000000000900460ff16156103b457600080fd5b600155565b600154815600a165627a7a7230582007c05d647a28097192590fb52dee3fa4e45f9b49da4e9d56b1a9fb60c62d9f1d0029,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.6
0x039963c07e62eb7af39eeeb871cb2de9cbc65d78,6080604052600436106100615763ffffffff7c01000000000000000000000000000000000000000000000000000000006000350416633fe43822811461006d57806365f3c31a146100785780637731cd2a14610083578063c2808d1a146100ca575b61006b60006100f1565b005b61006b6004356101e3565b61006b6004356100f1565b34801561008f57600080fd5b506100b173ffffffffffffffffffffffffffffffffffffffff600435166102f1565b6040805192835260208301919091528051918290030190f35b3480156100d657600080fd5b506100df61030a565b60408051918252519081900360200190f35b336000908152602081905260409020600181018054340190554282116101175742610119565b815b8155600154604080517f4c2f04a400000000000000000000000000000000000000000000000000000000815233600482015234602482015260606044820152600360648201527f50757400000000000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b505af11580156101db573d6000803e3d6000fd5b505050505050565b33600090815260208190526040902060025460018201541080159061020c575081816001015410155b80156102185750805442115b156102ed5760405133908390600081818185875af192505050156102ed5760018082018054849003905554604080517f4c2f04a40000000000000000000000000000000000000000000000000000000081523360048201526024810185905260606044820152600760648201527f436f6c6c656374000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b5050565b6000602081905290815260409020805460019091015482565b600254815600a165627a7a72305820f361c59c1457b68ecf93d25d243326c0b7ff0ca4582b1b2dd804f45c8d78e0df0029,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604.2
0x0459ebad0ba09901fda1441ee72e6cb664257f61,6080604052600436106100615763ffffffff7c01000000000000000000000000000000000000000000000000000000006000350416633fe43822811461006d57806365f3c31a146100785780637731cd2a14610083578063c2808d1a146100ca575b61006b60006100f1565b005b61006b6004356101e3565b61006b6004356100f1565b34801561008f57600080fd5b506100b173ffffffffffffffffffffffffffffffffffffffff600435166102f1565b6040805192835260208301919091528051918290030190f35b3480156100d657600080fd5b506100df61030a565b60408051918252519081900360200190f35b336000908152602081905260409020600181018054340190554282116101175742610119565b815b8155600154604080517f4c2f04a400000000000000000000000000000000000000000000000000000000815233600482015234602482015260606044820152600360648201527f50757400000000000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b505af11580156101db573d6000803e3d6000fd5b505050505050565b33600090815260208190526040902060025460018201541080159061020c575081816001015410155b80156102185750805442115b156102ed5760405133908390600081818185875af192505050156102ed5760018082018054849003905554604080517f4c2f04a40000000000000000000000000000000000000000000000000000000081523360048201526024810185905260606044820152600760648201527f436f6c6c656374000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b5050565b6000602081905290815260409020805460019091015482565b600254815600a165627a7a723058205efe8946363cf6fc978720c21ec6a0624df92fd0c7d5c8848532dfc9d15c41000029,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.8
0x0da76de0916ef2da3c58a97e4d09d501c56a9f15,6080604052600436106100615763ffffffff7c01000000000000000000000000000000000000000000000000000000006000350416633fe43822811461006d57806365f3c31a146100785780637731cd2a14610083578063c2808d1a146100ca575b61006b60006100f1565b005b61006b6004356101e3565b61006b6004356100f1565b34801561008f57600080fd5b506100b173ffffffffffffffffffffffffffffffffffffffff600435166102f1565b6040805192835260208301919091528051918290030190f35b3480156100d657600080fd5b506100df61030a565b60408051918252519081900360200190f35b336000908152602081905260409020600181018054340190554282116101175742610119565b815b8155600154604080517f4c2f04a400000000000000000000000000000000000000000000000000000000815233600482015234602482015260606044820152600360648201527f50757400000000000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b505af11580156101db573d6000803e3d6000fd5b505050505050565b33600090815260208190526040902060025460018201541080159061020c575081816001015410155b80156102185750805442115b156102ed5760405133908390600081818185875af192505050156102ed5760018082018054849003905554604080517f4c2f04a40000000000000000000000000000000000000000000000000000000081523360048201526024810185905260606044820152600760648201527f436f6c6c656374000000000000000000000000000000000000000000000000006084820152905173ffffffffffffffffffffffffffffffffffffffff90921691634c2f04a49160a48082019260009290919082900301818387803b1580156101c757600080fd5b5050565b6000602081905290815260409020805460019091015482565b600254815600a165627a7a72305820274e08621e037a43c8b8c98f3f79761171270ccc0dd26b8f94f508eaf614c4c10029,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.4
0x0eb68f34efa0086e4136bca51fc4d0696580643e,60806040526004361061005c576000357c0100000000000000000000000000000000000000000000000000000000900480633ccfd60b14610061578063549262ba1461006b5780636d4ce63c146100755780636ebcf6071461007f575b600080fd5b6100696100e4565b005b61007361024f565b005b61007d610294565b005b34801561008b57600080fd5b506100ce600480360360208110156100a257600080fd5b81019080803573ffffffffffffffffffffffffffffffffffffffff1690602001909291905050506103ff565b6040518082815260200191505060405180910390f35b6000606060008060003373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff168152602001908152602001600020819055503373ffffffffffffffffffffffffffffffffffffffff166000803373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020016000205460405180600001905060006040518083038185875af1925050503d80600081146101c8576040519150601f19603f3d011682016040523d82523d6000602084013e6101cd565b606091505b50809250819350505081151561024b576040517f08c379a00000000000000000000000000000000000000000000000000000000081526004018080602001828103825260118152602001807f7769746864726177616c206661696c656400000000000000000000000000000081525060200191505060405180910390fd5b5050565b346000803373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16815260200190815260200160002081905550565b600060603373ffffffffffffffffffffffffffffffffffffffff166000803373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020016000205460405180600001905060006040518083038185875af1925050503d8060008114610334576040519150601f19603f3d011682016040523d82523d6000602084013e610339565b606091505b5080925081935050508115156103b7576040517f08c379a00000000000000000000000000000000000000000000000000000000081526004018080602001828103825260118152602001807f7769746864726177616c206661696c656400000000000000000000000000000081525060200191505060405180910390fd5b60008060003373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff168152602001908152602001600020819055505050565b6000602052806000526040600020600091509050548156fea165627a7a723058201c1162fb3a519a11333978ee24f91950f32463d2ed3d29fcd5e277d58dd8dfad0029,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.8
0x0fb6ef1d9934eebdd16e760f6485b561c89c5e57,6080604052600436106100435760003560e01c806327e235e31461004f5780632e1a7d4d1461009457806341b3d185146100c0578063d0e30db0146100d55761004a565b3661004a57005b600080fd5b34801561005b57600080fd5b506100826004803603602081101561007257600080fd5b50356001600160a01b03166100dd565b60408051918252519081900360200190f35b3480156100a057600080fd5b506100be600480360360208110156100b757600080fd5b50356100ef565b005b3480156100cc57600080fd5b5061008261023b565b6100be610247565b60006020819052908152604090205481565b33600090815260208190526040902054811115610148576040805162461bcd60e51b8152602060048201526012602482015271496e73756666696369656e742066756e647360701b604482015290519081900360640190fd5b604051600090339083908381818185875af1925050503d806000811461018a576040519150601f19603f3d011682016040523d82523d6000602084013e61018f565b606091505b5050905080156102375733600081815260208190526040808220805486900390556001548151631e23637160e31b8152600481019490945260248401869052606060448501526008606485015267576974686472617760c01b608485015290516001600160a01b039091169263f11b1b889260a480830193919282900301818387803b15801561021e57600080fd5b505af1158015610232573d6000803e3d6000fd5b505050505b5050565b670429d069189e000081565b670429d069189e00003410156102a4576040805162461bcd60e51b815260206004820152601860248201527f4d696e696d756d206465706f736974206e6f74206d65742e0000000000000000604482015290519081900360640190fd5b336000818152602081905260408082208054349081019091556001548251631e23637160e31b81526004810195909552602485019190915260606044850152600760648501526611195c1bdcda5d60ca1b608485015290516001600160a01b039091169263f11b1b889260a480830193919282900301818387803b15801561032b57600080fd5b505af115801561033f573d6000803e3d6000fd5b5050505056fea2646970667358221220fba1d37c8997bd781cd434240b0587ace058834e939c711c7363ea50fd28645864736f6c63430006000033,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.5
0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,606060405260043610610062576000357c0100000000000000000000000000000000000000000000000000000000900463ffffffff16806311bcd8301461006457806327e235e31461008d5780639ffa0711146100da578063ed21248c146100fd575b005b341561006f57600080fd5b610077610107565b6040518082815260200191505060405180910390f35b341561009857600080fd5b6100c4600480803573ffffffffffffffffffffffffffffffffffffffff1690602001909190505061010d565b6040518082815260200191505060405180910390f35b34156100e557600080fd5b6100fb6004808035906020019091905050610125565b005b610105610303565b005b60015481565b60006020528060005260406000206000915090505481565b6000803373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020016000205481111515610300573373ffffffffffffffffffffffffffffffffffffffff168160405160006040518083038185876187965a03f192505050156102ff57806000803373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16815260200190815260200160002060008282540392505081905550600260009054906101000a900473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16634c2f04a433836040518363ffffffff167c0100000000000000000000000000000000000000000000000000000000028152600401808373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16815260200182815260200180602001828103825260078152602001807f436173684f7574000000000000000000000000000000000000000000000000008152506020019350505050600060405180830381600087803b15156102ea57600080fd5b6102c65a03f115156102fb57600080fd5b5050505b5b50565b6001543410151561046c57346000803373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16815260200190815260200160002060008282540192505081905550600260009054906101000a900473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16634c2f04a433346040518363ffffffff167c0100000000000000000000000000000000000000000000000000000000028152600401808373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16815260200182815260200180602001828103825260078152602001807f4465706f736974000000000000000000000000000000000000000000000000008152506020019350505050600060405180830381600087803b151561045757600080fd5b6102c65a03f1151561046857600080fd5b5050505b5600a165627a7a723058203159e8d677231247614d2954c050698036c7bba44e3b0417264fff0d55b1c8210029,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.6
0x26b8af052895080148dabbc1007b3045f023916e,60606040523615610060576000357c0100000000000000000000000000000000000000000000000000000000900463ffffffff16806327e235e31461007257806346d6c084146100b9578063549262ba146100c35780636d4ce63c146100cd575b34610000576100705b610000565b565b005b34610000576100a3600480803573ffffffffffffffffffffffffffffffffffffffff169060200190919050506100dc565b6040518082815260200191505060405180910390f35b6100c16100f4565b005b6100cb6100f7565b005b34610000576100da61013e565b005b60006020528060005260406000206000915090505481565b5b565b34600060003373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff168152602001908152602001600020819055505b565b3373ffffffffffffffffffffffffffffffffffffffff16600060003373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020016000205460405180905060006040518083038185876185025a03f19250505015156101bb57610000565b6000600060003373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff168152602001908152602001600020819055505b5600a165627a7a72305820d057cbc2e88cc022a83431a9f6174fbdb492530792a11eb4d11e0a25d7fdb8800029,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4
0x2a98d8fc14b31b346ff6c56dc2a252c434f628f2,608060405260043610610057576000357c0100000000000000000000000000000000000000000000000000000000900463ffffffff16806327e235e31461005c5780633ccfd60b146100b3578063975057e7146100ca575b600080fd5b34801561006857600080fd5b5061009d600480360381019080803573ffffffffffffffffffffffffffffffffffffffff1690602001909291905050506100d4565b6040518082815260200191505060405180910390f35b3480156100bf57600080fd5b506100c86100ec565b005b6100d26101a4565b005b60006020528060005260406000206000915090505481565b3373ffffffffffffffffffffffffffffffffffffffff166000803373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020016000205460405160006040518083038185875af192505050151561015e57fe5b60008060003373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16815260200190815260200160002081905550565b346000803373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff168152602001908152602001600020819055505600a165627a7a723058209c8d7b5a259924983e06615b02135bd4266705b255a6520637e2459dc61e45160029,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9
0x2d5df43d54ae164a912db8de092cf707b446f693,608060405260043610610062576000357c0100000000000000000000000000000000000000000000000000000000900463ffffffff1680633fe438221461006e57806365f3c31a1461008e5780637731cd2a146100ae578063c2808d1a1461010c575b61006c6000610137565b005b61008c600480360381019080803590602001909291905050506102bc565b005b6100ac60048036038101908080359060200190929190505050610137565b005b3480156100ba57600080fd5b506100ef600480360381019080803573ffffffffffffffffffffffffffffffffffffffff16906020019092919050505061048b565b604051808381526020018281526020019250505060405180910390f35b34801561011857600080fd5b506101216104af565b6040518082815260200191505060405180910390f35b60008060003373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020016000209050348160010160008282540192505081905550428211610198574261019a565b815b8160000181905550600160009054906101000a900473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16634c2f04a433346040518363ffffffff167c0100000000000000000000000000000000000000000000000000000000028152600401808373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16815260200182815260200180602001828103825260038152602001807f50757400000000000000000000000000000000000000000000000000000000008152506020019350505050600060405180830381600087803b1580156102a057600080fd5b505af11580156102b4573d6000803e3d6000fd5b505050505050565b60008060003373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020016000209050600254816001015410158015610318575081816001015410155b80156103275750806000015442115b15610487573373ffffffffffffffffffffffffffffffffffffffff168260405160006040518083038185875af1925050501561048657818160010160008282540392505081905550600160009054906101000a900473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16634c2f04a433846040518363ffffffff167c0100000000000000000000000000000000000000000000000000000000028152600401808373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff16815260200182815260200180602001828103825260078152602001807f436f6c6c656374000000000000000000000000000000000000000000000000008152506020019350505050600060405180830381600087803b15801561046d57600080fd5b505af1158015610481573d6000803e3d6000fd5b505050505b5b5050565b60006020528060005260406000206000915090508060000154908060010154905082565b600254815600a165627a7a7230582055323cb1f41838e26523bd51f8380b0d25e6e2ef7a01a9e1c8f262fd9d6f6a950029,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.7
